RANK,NAME,TEAM,POS,GP,FPTS,XFP,DIFF,TD/G,XTD,TD_DIFF,OPP,5OPP,10OPP,20OPP,RUSH,AIRYDS,TGTEZ,TGT,DEEPTGT
62,Allen Lazard,NYJ,WR,12,10.5,9.3,1.2,0.5,0.28,0.2,0.2,0.3,1.0,0.0,61.4,5.3,0.5,0.9
63,Tre Tucker,LV,WR,17,7.6,9.2,-1.6,0.2,0.21,0.0,0.1,0.1,0.5,0.5,67.4,5.1,0.2,1.4
64,Alec Pierce,IND,WR,16,10.1,9.2,0.9,0.4,0.34,0.1,0.1,0.3,0.4,0.0,107.1,4.7,0.4,2.1
65,Demario Douglas,NE,WR,17,8.7,9.1,-0.4,0.2,0.19,0.0,0.1,0.2,0.5,0.2,31.3,5.6,0.3,0.3
66,Jayden Reed,GB,WR,17,11.6,9.0,2.7,0.4,0.26,0.1,0.2,0.3,0.8,1.2,44.1,4.8,0.2,1.1
67,Darius Slayton,NYG,WR,16,6.9,8.8,-1.9,0.1,0.26,-0.1,0.0,0.1,0.5,0.1,70.2,4.9,0.4,1.2
68,Kayshon Boutte,NE,WR,15,8.0,8.8,-0.8,0.2,0.24,0.0,0.2,0.2,0.3,0.0,69.0,4.9,0.2,1.1
69,Josh Palmer,LAC,WR,15,6.9,8.6,-1.7,0.1,0.27,-0.2,0.1,0.1,0.5,0.0,70.7,4.6,0.4,1.3
70,Jalen Tolbert,DAL,WR,17,8.9,8.6,0.3,0.4,0.35,0.1,0.2,0.4,0.8,0.0,61.4,4.8,0.5,1.2
71,Jalen McMillan,TB,WR,14,9.7,8.5,1.2,0.6,0.36,0.2,0.1,0.4,0.6,0.3,57.6,4.4,0.6,0.9
72,Michael Wilson,ARI,WR,16,7.8,8.4,-0.5,0.3,0.25,0.0,0.1,0.4,0.6,0.1,57.6,4.8,0.4,1.1
73,Gabe Davis,JAX,WR,10,5.5,8.4,-2.9,0.2,0.40,-0.2,0.4,0.5,1.0,0.0,62.0,4.3,0.8,0.9
74,Dontayvion Wicks,GB,WR,17,6.5,8.3,-1.8,0.3,0.30,0.0,0.2,0.4,0.9,0.0,53.4,4.4,0.5,0.9
75,Demarcus Robinson,LAR,WR,17,7.3,8.3,-1.1,0.4,0.46,0.0,0.4,0.5,0.8,0.0,66.2,3.9,0.8,1.4
76,Ray-Ray McCloud,ATL,WR,17,8.4,8.3,0.1,0.1,0.10,0.0,0.0,0.1,0.4,0.6,36.1,5.2,0.1,0.3
77,Jalen Coker,CAR,WR,11,8.3,8.3,0.1,0.2,0.25,-0.1,0.2,0.3,0.6,0.0,56.1,4.6,0.5,0.7
78,Tyler Lockett,SEA,WR,17,7.1,8.1,-1.0,0.1,0.29,-0.2,0.2,0.4,0.6,0.0,54.1,4.5,0.5,0.9
79,Ricky Pearsall,SF,WR,11,8.5,7.7,0.8,0.3,0.18,0.1,0.1,0.3,0.7,0.3,47.2,4.3,0.2,0.5
80,Cedric Tillman,CLE,WR,11,7.1,7.5,-0.4,0.3,0.25,0.0,0.1,0.2,0.5,0.1,53.2,4.3,0.6,1.0
81,Andrei Iosivas,CIN,WR,17,7.1,7.4,-0.4,0.4,0.32,0.0,0.3,0.6,0.7,0.0,50.1,3.9,0.6,0.8
82,Christian Watson,GB,WR,15,7.0,7.4,-0.5,0.1,0.30,-0.2,0.3,0.3,0.8,0.3,66.4,3.6,0.5,1.5
83,Devaughn Vele,DEN,WR,13,8.2,7.3,0.8,0.2,0.19,0.0,0.1,0.2,0.5,0.0,37.3,4.4,0.3,0.4
84,Rashod Bateman,BAL,WR,17,10.3,7.2,3.0,0.5,0.24,0.3,0.2,0.2,0.6,0.0,63.0,4.2,0.6,0.9
85,Olamide Zaccheaus,WAS,WR,17,6.7,6.9,-0.3,0.2,0.18,0.0,0.2,0.3,0.6,0.1,25.8,4.1,0.2,0.2
86,Adonai Mitchell,IND,WR,17,3.2,6.8,-3.6,0.0,0.27,-0.3,0.0,0.1,0.6,0.2,54.0,3.5,0.5,1.2
87,Tyler Boyd,TEN,WR,16,4.9,6.5,-1.6,0.0,0.20,-0.2,0.2,0.2,0.5,0.1,27.6,3.8,0.2,0.2
88,Nick Westbrook-Ikhine,TEN,WR,17,8.0,6.4,1.6,0.5,0.26,0.3,0.2,0.4,0.6,0.0,44.9,3.5,0.5,0.5
89,David Moore,CAR,WR,17,5.0,6.4,-1.4,0.2,0.26,-0.1,0.2,0.4,0.8,0.1,38.5,3.4,0.4,0.5
90,Kendrick Bourne,NE,WR,12,5.4,6.3,-0.9,0.1,0.18,-0.1,0.2,0.3,0.3,0.1,32.9,3.6,0.4,0.3
91,Sterling Shepard,TB,WR,14,5.6,6.3,-0.7,0.1,0.16,-0.1,0.1,0.3,0.7,0.6,35.6,3.6,0.2,0.4
92,Tutu Atwell,LAR,WR,17,5.8,6.3,-0.5,0.0,0.09,-0.1,0.0,0.1,0.2,0.1,47.4,3.7,0.0,0.6
93,Marquez Valdes-Scantling,NO,WR,14,6.0,6.2,-0.2,0.3,0.20,0.1,0.1,0.1,0.1,0.1,61.3,3.3,0.4,1.4
94,Calvin Austin,PIT,WR,17,6.7,6.1,0.6,0.2,0.16,0.1,0.1,0.1,0.2,0.0,44.9,3.5,0.2,0.9
95,Troy Franklin,DEN,WR,16,4.2,5.9,-1.7,0.1,0.20,-0.1,0.1,0.1,0.5,0.1,44.8,3.2,0.3,1.3
96,Mack Hollins,BUF,WR,17,5.8,5.8,0.1,0.3,0.22,0.1,0.1,0.4,0.4,0.0,44.6,3.1,0.4,0.6
97,Curtis Samuel,BUF,WR,14,4.6,5.8,-1.3,0.1,0.15,-0.1,0.1,0.2,0.5,0.4,16.2,3.4,0.2,0.3
98,Tim Patrick,DET,WR,16,5.7,5.7,0.0,0.2,0.23,0.0,0.2,0.4,0.6,0.0,32.9,2.9,0.3,0.6
99,Marvin Mims,DEN,WR,17,7.6,5.7,1.9,0.4,0.15,0.2,0.1,0.2,0.3,0.8,21.2,3.0,0.1,0.5
100,Kevin Austin,NO,WR,8,3.4,5.7,-2.3,0.0,0.11,-0.1,0.0,0.0,0.0,0.1,39.3,3.0,0.0,0.5
101,Parker Washington,JAX,WR,17,5.2,5.6,-0.4,0.2,0.17,0.0,0.1,0.2,0.5,0.0,37.2,3.1,0.3,0.5
102,John Ross,PHI,WR,1,1.6,5.5,-3.9,0.0,0.36,-0.4,0.0,0.0,0.0,0.0,52.0,2.0,1.0,1.0
103,KaVontae Turpin,DAL,WR,17,5.5,5.5,0.0,0.1,0.15,0.0,0.1,0.1,0.5,0.9,27.1,2.9,0.2,0.4
104,Jalen Nailor,MIN,WR,17,6.1,5.1,1.0,0.4,0.25,0.1,0.2,0.4,0.5,0.2,34.7,2.6,0.5,0.6
105,Dante Pettis,NO,WR,8,3.8,5.0,-1.2,0.1,0.17,0.0,0.1,0.3,0.4,0.0,26.8,2.9,0.4,0.4
106,John Metchie,HOU,WR,13,4.3,5.0,-0.7,0.1,0.18,-0.1,0.2,0.2,0.8,0.0,25.7,2.8,0.3,0.2
107,Dyami Brown,WAS,WR,16,4.3,4.9,-0.7,0.1,0.15,-0.1,0.1,0.1,0.3,0.2,22.0,2.7,0.3,0.5
108,Greg Dortch,ARI,WR,17,5.4,4.9,0.5,0.2,0.12,0.1,0.1,0.2,0.6,0.3,12.2,2.9,0.1,0.2
109,Simi Fehoko,LAC,WR,8,2.1,4.7,-2.6,0.0,0.23,-0.2,0.0,0.1,0.4,0.0,40.4,2.4,0.6,0.8
110,Tyler Johnson,LAR,WR,15,4.1,4.7,-0.6,0.1,0.17,-0.1,0.1,0.3,0.6,0.0,16.8,2.7,0.3,0.1
111,Josh Reynolds,JAX,WR,9,4.3,4.6,-0.3,0.1,0.13,0.0,0.0,0.2,0.3,0.0,28.8,2.7,0.2,0.3
112,Van Jefferson,PIT,WR,17,3.7,4.5,-0.7,0.1,0.17,-0.1,0.1,0.4,0.5,0.0,28.8,2.5,0.2,0.6
113,Lil'Jordan Humphrey,DEN,WR,17,3.8,4.5,-0.6,0.1,0.10,-0.1,0.1,0.2,0.4,0.0,17.4,2.6,0.2,0.2
114,Jonathan Mingo,DAL,WR,17,2.0,4.4,-2.5,0.0,0.09,-0.1,0.0,0.1,0.1,0.1,29.4,2.6,0.1,0.5
115,Malik Washington,MIA,WR,14,4.0,4.4,-0.4,0.1,0.07,0.0,0.0,0.1,0.2,0.4,15.6,2.6,0.1,0.2
116,Mike Williams,PIT,WR,18,3.2,4.2,-1.0,0.1,0.14,-0.1,0.0,0.1,0.1,0.0,38.9,2.2,0.3,0.8
117,Bub Means,NO,WR,6,4.5,4.2,0.3,0.2,0.09,0.1,0.0,0.2,0.2,0.0,29.3,2.5,0.2,0.5
118,Mason Tipton,NO,WR,11,2.2,4.1,-2.0,0.0,0.05,-0.1,0.0,0.0,0.1,0.0,30.0,2.5,0.0,0.5
119,D.J. Turner,LV,WR,12,3.9,4.1,-0.1,0.2,0.09,0.1,0.0,0.0,0.6,0.4,19.7,2.3,0.1,0.5
120,Jalen Brooks,DAL,WR,14,2.6,4.0,-1.5,0.1,0.14,-0.1,0.1,0.2,0.3,0.0,33.2,2.3,0.2,0.5
121,Ja'Lynn Polk,NE,WR,15,2.2,4.0,-1.9,0.1,0.13,0.0,0.1,0.1,0.3,0.1,28.1,2.3,0.3,0.5
122,Jamison Crowder,WAS,WR,6,4.5,3.9,0.6,0.3,0.16,0.2,0.0,0.3,0.5,0.0,21.5,2.2,0.3,0.0
123,Robbie Chosen,MIA,WR,2,0.8,3.8,-3.0,0.0,0.29,-0.3,0.0,0.0,1.0,0.0,24.0,2.0,1.0,0.0
124,Odell Beckham,MIA,WR,9,1.6,3.8,-2.2,0.0,0.15,-0.2,0.1,0.2,0.4,0.0,19.4,2.1,0.3,0.1
125,JuJu Smith-Schuster,KC,WR,14,3.8,3.7,0.1,0.1,0.10,0.0,0.1,0.1,0.4,0.0,13.2,2.1,0.1,0.0
126,Xavier Weaver,ARI,WR,2,0.0,3.7,-3.7,0.0,0.28,-0.3,0.0,0.0,0.0,0.0,32.5,1.5,0.5,1.5
127,Nelson Agholor,BAL,WR,14,3.5,3.6,-0.1,0.1,0.10,0.0,0.0,0.1,0.1,0.0,30.4,2.1,0.1,0.7
128,Robert Woods,HOU,WR,15,2.6,3.6,-0.9,0.0,0.11,-0.1,0.1,0.1,0.2,0.0,19.3,2.0,0.2,0.4
129,Trenton Irwin,CIN,WR,7,0.6,3.6,-2.9,0.0,0.33,-0.3,0.4,0.7,0.9,0.0,15.0,1.6,0.7,0.1
130,K.J. Osborn,WAS,WR,8,2.3,3.5,-1.2,0.1,0.10,0.0,0.0,0.1,0.4,0.0,14.6,2.1,0.3,0.1
131,Jordan Whittington,LAR,WR,14,3.8,3.5,0.3,0.0,0.09,-0.1,0.1,0.2,0.2,0.2,11.1,2.0,0.1,0.1
132,DeAndre Carter,CHI,WR,9,1.7,3.5,-1.8,0.0,0.14,-0.1,0.0,0.1,0.4,0.0,23.0,1.9,0.1,0.7
133,Ryan Miller,TB,WR,11,3.3,3.4,0.0,0.2,0.14,0.0,0.1,0.1,0.3,0.0,18.4,1.8,0.2,0.3
134,Justin Watson,KC,WR,17,3.7,3.4,0.3,0.1,0.11,0.0,0.0,0.1,0.2,0.0,31.3,1.9,0.2,0.5
135,Tyquan Thornton,NE,WR,5,1.7,3.4,-1.6,0.0,0.07,-0.1,0.0,0.0,0.2,0.0,34.0,2.0,0.0,0.8
136,Cedrick Wilson,NO,WR,15,3.1,3.3,-0.2,0.1,0.00,0.0,0.0,0.0,0.1,0.0,15.1,2.0,0.0,0.1
137,Kalif Raymond,DET,WR,12,4.2,3.2,1.0,0.2,0.04,0.1,0.0,0.1,0.2,0.2,16.2,2.0,0.0,0.3
138,Xavier Hutchinson,HOU,WR,16,1.5,3.2,-1.7,0.0,0.11,-0.1,0.1,0.1,0.1,0.0,23.2,1.8,0.2,0.3
139,David Bell,CLE,WR,2,2.9,3.1,-0.3,0.0,0.13,-0.1,0.0,0.0,0.5,0.0,9.0,1.5,0.0,0.0
140,Kristian Wilkerson,LV,WR,2,4.9,3.1,1.8,0.5,0.24,0.3,0.0,1.0,1.5,0.0,8.0,1.5,0.5,0.0
141,Jahan Dotson,PHI,WR,17,2.5,3.0,-0.6,0.0,0.04,0.0,0.0,0.0,0.1,0.1,18.4,1.9,0.1,0.3
142,Treylon Burks,TEN,WR,5,1.5,3.0,-1.5,0.0,0.04,0.0,0.0,0.0,0.0,0.4,27.8,1.8,0.0,0.4
143,Britain Covey,PHI,WR,5,2.1,2.9,-0.8,0.0,0.03,0.0,0.0,0.4,0.4,0.0,3.0,2.0,0.0,0.0
144,Parris Campbell,PHI,WR,5,3.0,2.8,0.2,0.2,0.12,0.1,0.2,0.2,0.2,0.0,7.4,1.6,0.2,0.0
145,Trey Palmer,TB,WR,15,2.3,2.8,-0.4,0.1,0.08,0.0,0.0,0.0,0.1,0.0,21.9,1.5,0.1,0.4
146,Jalen Reagor,LAC,WR,8,2.0,2.7,-0.7,0.0,0.05,-0.1,0.0,0.0,0.1,0.4,13.5,1.4,0.0,0.4
147,Derius Davis,LAC,WR,13,3.1,2.6,0.5,0.2,0.09,0.1,0.0,0.1,0.4,0.9,5.2,1.2,0.2,0.4
148,Zay Jones,ARI,WR,11,1.5,2.6,-1.1,0.0,0.09,-0.1,0.0,0.0,0.2,0.0,20.7,1.4,0.3,0.5
149,Ainias Smith,PHI,WR,7,2.5,2.5,0.0,0.1,0.06,0.1,0.0,0.0,0.1,0.3,4.6,1.4,0.0,0.0
150,Luke McCaffrey,WAS,WR,17,2.0,2.5,-0.4,0.0,0.10,-0.1,0.0,0.1,0.2,0.0,10.2,1.5,0.1,0.1
151,Devin Duvernay,JAX,WR,12,1.6,2.4,-0.8,0.0,0.06,-0.1,0.0,0.0,0.3,0.3,14.1,1.3,0.0,0.4
152,Mecole Hardman,KC,WR,11,3.0,2.4,0.6,0.1,0.11,0.0,0.1,0.2,0.7,0.5,-0.8,1.2,0.0,0.0
153,Ryan Flournoy,DAL,WR,11,1.7,2.3,-0.6,0.0,0.02,0.0,0.0,0.0,0.0,0.0,13.0,1.5,0.0,0.1
154,Jalin Hyatt,NYG,WR,16,0.9,2.3,-1.4,0.0,0.03,0.0,0.0,0.0,0.0,0.0,28.9,1.4,0.0,0.6
155,Grant DuBose,MIA,WR,4,0.8,2.3,-1.6,0.0,0.04,0.0,0.0,0.0,0.0,0.0,14.3,1.3,0.0,0.3
156,Jermaine Burton,CIN,WR,14,1.1,2.2,-1.2,0.0,0.14,-0.1,0.0,0.1,0.3,0.0,21.4,1.0,0.2,0.6
157,Bo Melton,GB,WR,17,1.3,2.1,-0.8,0.0,0.07,-0.1,0.0,0.0,0.1,0.5,18.6,1.1,0.1,0.4
158,Malik Heath,GB,WR,10,3.2,2.1,1.1,0.2,0.09,0.1,0.2,0.2,0.2,0.0,9.1,1.2,0.2,0.1
159,Johnny Wilson,PHI,WR,16,0.9,2.1,-1.2,0.1,0.12,-0.1,0.1,0.3,0.3,0.0,11.4,1.1,0.3,0.1
160,Malachi Corley,NYJ,WR,7,0.9,2.1,-1.2,0.0,0.15,-0.2,0.0,0.1,0.6,0.3,7.9,0.9,0.1,0.1
161,Erik Ezukanma,MIA,WR,2,0.0,2.0,-2.0,0.0,0.13,-0.1,0.0,0.0,0.0,0.0,31.5,1.0,0.5,0.5
162,Austin Trammell,JAX,WR,3,1.7,2.0,-0.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,14.7,1.0,0.0,0.0
163,River Cracraft,MIA,WR,8,1.7,1.8,-0.1,0.0,0.05,0.0,0.0,0.1,0.1,0.0,8.1,1.0,0.0,0.0
164,Justyn Ross,KC,WR,2,0.0,1.7,-1.7,0.0,0.22,-0.2,0.0,0.5,0.5,0.0,9.0,0.5,0.5,0.0
165,Jake Bobo,SEA,WR,17,1.7,1.7,0.0,0.1,0.05,0.0,0.1,0.1,0.1,0.0,8.6,1.0,0.1,0.0
166,Casey Washington,ATL,WR,2,1.2,1.7,-0.5,0.0,0.03,0.0,0.0,0.0,0.0,0.0,16.5,1.0,0.0,0.5
167,Cody White,SEA,WR,4,1.6,1.6,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,17.5,1.0,0.0,0.5
168,Chris Conley,SF,WR,15,0.9,1.6,-0.7,0.0,0.05,0.0,0.1,0.1,0.1,0.0,13.7,0.8,0.1,0.2
169,Rakim Jarrett,TB,WR,11,1.9,1.6,0.4,0.0,0.05,0.0,0.0,0.1,0.2,0.0,11.2,1.0,0.1,0.1
170,Bryce Oliver,TEN,WR,9,1.7,1.5,0.2,0.0,0.02,0.0,0.0,0.0,0.1,0.0,9.7,0.9,0.0,0.1
