RANK,NAME,TEAM,POS,GP,FPTS,XFP,DIFF,TD/G,XTD,TD_DIFF,OPP,5OPP,10OPP,20OPP,RUSH,AIRYDS,TGTEZ,TGT,DEEPTGT
23,D'Andre Swift,CHI,RB,17,12.5,13.6,-1.1,0.4,0.48,-0.1,0.8,1.2,2.0,15.4,-0.2,3.1,0.0,0.1
24,Rico Dowdle,DAL,RB,16,12.5,13.3,-0.8,0.3,0.38,-0.1,0.4,0.8,2.0,15.3,-0.3,3.1,0.2,0.1
25,Najee Harris,PIT,RB,17,12.0,12.9,-0.9,0.4,0.45,-0.1,0.7,1.5,3.2,15.8,-4.1,2.7,0.0,0.0
26,Bucky Irving,TB,RB,17,14.4,12.6,1.9,0.5,0.56,-0.1,0.8,1.6,2.8,12.5,-9.4,3.1,0.0,0.0
27,James Cook,BUF,RB,16,16.7,12.6,4.0,1.1,0.67,0.5,1.1,1.9,3.4,13.4,0.9,2.4,0.0,0.1
28,Alexander Mattison,LV,RB,14,9.7,12.3,-2.5,0.4,0.49,-0.1,0.8,1.1,1.9,9.8,1.4,3.4,0.0,0.1
29,Brian Robinson,WAS,RB,14,11.6,11.8,-0.2,0.6,0.67,-0.1,1.0,1.8,3.3,13.6,-1.3,1.7,0.0,0.0
30,Javonte Williams,DEN,RB,17,9.4,11.6,-2.2,0.2,0.41,-0.2,0.6,0.9,2.0,8.5,-1.8,4.1,0.1,0.0
31,Zack Moss,CIN,RB,8,10.4,11.4,-1.1,0.4,0.50,-0.1,1.1,1.5,2.4,9.4,-1.6,3.4,0.0,0.0
32,Travis Etienne,JAX,RB,15,8.7,11.4,-2.6,0.1,0.32,-0.2,0.3,0.9,1.9,10.3,-0.2,3.6,0.1,0.1
33,Rachaad White,TB,RB,16,12.7,11.2,1.5,0.6,0.38,0.2,0.6,1.2,2.1,9.3,-8.3,3.6,0.0,0.0
34,Tyrone Tracy,NYG,RB,17,10.8,11.1,-0.2,0.4,0.32,0.0,0.4,0.8,1.7,11.5,2.5,3.1,0.1,0.1
35,Isiah Pacheco,KC,RB,7,8.1,10.8,-2.7,0.1,0.36,-0.2,0.6,0.9,1.9,12.1,-5.0,2.6,0.0,0.0
36,Zach Charbonnet,SEA,RB,17,11.0,9.8,1.2,0.5,0.41,0.1,0.8,1.1,1.5,8.3,-1.6,2.8,0.0,0.0
37,Jordan Mason,SF,RB,12,9.7,9.7,-0.1,0.3,0.45,-0.2,0.8,1.7,3.1,13.3,4.5,1.2,0.0,0.0
38,Nick Chubb,CLE,RB,8,7.3,9.6,-2.3,0.4,0.45,-0.1,1.0,1.5,2.5,13.0,0.5,1.3,0.0,0.0
39,Jaylen Warren,PIT,RB,15,8.3,9.4,-1.1,0.1,0.26,-0.2,0.3,0.5,1.6,8.3,0.2,2.9,0.1,0.0
40,Austin Ekeler,WAS,RB,12,11.0,9.4,1.6,0.3,0.36,0.0,0.4,1.0,1.9,6.6,-5.1,3.4,0.0,0.0
41,Tyjae Spears,TEN,RB,12,9.5,8.9,0.6,0.4,0.27,0.2,0.3,0.6,1.3,7.4,-3.9,3.0,0.0,0.0
42,Ameer Abdullah,LV,RB,14,9.0,8.9,0.1,0.4,0.31,0.0,0.4,0.9,1.4,4.9,0.7,3.4,0.1,0.0
43,Jerome Ford,CLE,RB,14,9.6,8.8,0.8,0.2,0.17,0.0,0.2,0.5,0.8,7.8,-1.5,3.1,0.1,0.1
44,Tank Bigsby,JAX,RB,15,8.7,8.5,0.2,0.5,0.46,0.0,0.7,1.4,2.5,11.4,-0.7,0.7,0.0,0.0
45,Devin Singletary,NYG,RB,15,6.6,7.1,-0.5,0.3,0.21,0.1,0.3,0.6,0.7,7.7,-4.3,1.7,0.0,0.0
46,Miles Sanders,CAR,RB,11,7.0,7.0,0.0,0.3,0.19,0.1,0.2,0.3,1.0,5.1,1.7,2.6,0.0,0.3
47,Raheem Mostert,MIA,RB,13,5.6,6.8,-1.2,0.2,0.24,-0.1,0.3,0.8,1.3,6.7,2.8,1.8,0.0,0.0
48,Gus Edwards,LAC,RB,11,5.8,6.5,-0.7,0.4,0.34,0.0,0.5,1.1,1.9,9.5,-0.9,0.4,0.0,0.0
49,Antonio Gibson,NE,RB,17,6.1,6.4,-0.4,0.1,0.15,-0.1,0.2,0.3,1.0,7.2,2.6,1.7,0.0,0.1
50,Jaleel McLaughlin,DEN,RB,16,6.1,6.4,-0.3,0.2,0.20,0.0,0.3,0.5,1.1,7.3,-6.3,1.6,0.0,0.0
51,Zamir White,LV,RB,8,3.9,6.4,-2.5,0.1,0.22,-0.1,0.3,0.8,0.9,8.3,-3.6,1.0,0.0,0.0
52,Terrell Jennings,NE,RB,2,1.7,6.2,-4.6,0.0,0.26,-0.3,0.0,0.5,1.0,6.5,11.0,1.0,0.0,0.5
53,Justice Hill,BAL,RB,17,7.5,6.2,1.3,0.2,0.13,0.1,0.1,0.3,0.9,3.0,-2.8,3.0,0.1,0.1
54,Tyler Allgeier,ATL,RB,17,6.1,6.1,0.0,0.2,0.28,-0.1,0.4,0.8,1.5,8.3,-0.9,0.8,0.0,0.0
55,Patrick Taylor,SF,RB,7,4.3,6.0,-1.8,0.1,0.30,-0.1,0.4,0.7,2.0,6.1,2.9,1.6,0.0,0.0
56,Roschon Johnson,CHI,RB,13,6.0,5.8,0.1,0.5,0.37,0.1,0.7,0.8,1.2,4.3,-0.3,1.5,0.0,0.0
57,Cam Akers,MIN,RB,15,6.3,5.8,0.5,0.3,0.20,0.1,0.3,0.5,1.1,7.2,-2.1,1.1,0.0,0.0
58,Sincere McCormick,LV,RB,6,4.5,5.7,-1.2,0.0,0.17,-0.2,0.3,0.3,1.2,6.7,-1.0,1.2,0.0,0.0
59,Kendre Miller,NO,RB,6,4.9,5.7,-0.9,0.2,0.07,0.1,0.0,0.2,0.5,7.0,0.8,1.3,0.0,0.0
60,Braelon Allen,NYJ,RB,17,5.0,5.5,-0.5,0.2,0.13,0.0,0.2,0.4,0.8,5.6,-0.3,1.6,0.0,0.0
61,Ray Davis,BUF,RB,17,6.8,5.5,1.3,0.4,0.20,0.2,0.3,0.5,1.2,6.9,1.2,1.1,0.1,0.1
62,D'Onta Foreman,CLE,RB,11,3.1,5.4,-2.4,0.0,0.28,-0.3,0.5,0.8,1.4,6.8,0.2,0.8,0.0,0.0
63,Emanuel Wilson,GB,RB,17,5.6,5.2,0.4,0.3,0.22,0.1,0.3,0.5,0.9,6.2,-4.4,1.0,0.0,0.0
64,Isaac Guerendo,SF,RB,15,6.3,5.0,1.3,0.3,0.19,0.1,0.3,0.7,0.9,5.7,3.5,1.1,0.0,0.1
65,Ezekiel Elliott,DAL,RB,15,3.9,4.7,-0.8,0.2,0.20,0.0,0.3,0.5,1.1,5.1,-1.9,1.0,0.0,0.0
66,Kenneth Gainwell,PHI,RB,17,3.7,4.6,-0.9,0.1,0.20,-0.1,0.2,0.5,1.5,4.5,0.6,1.4,0.0,0.0
67,Jordan Mims,NO,RB,9,2.9,4.5,-1.6,0.0,0.10,-0.1,0.0,0.0,0.2,2.4,-0.7,2.1,0.0,0.0
68,Isaiah Davis,NYJ,RB,9,5.1,4.5,0.6,0.2,0.15,0.1,0.1,0.1,0.7,3.3,6.1,1.6,0.1,0.1
69,MarShawn Lloyd,GB,RB,1,2.8,4.4,-1.6,0.0,0.07,-0.1,0.0,0.0,0.0,6.0,-4.0,1.0,0.0,0.0
70,Trey Sermon,IND,RB,17,3.2,4.2,-1.0,0.1,0.20,-0.1,0.4,0.4,1.0,3.3,0.4,1.1,0.0,0.0
71,Audric Estime,DEN,RB,13,3.8,4.2,-0.4,0.2,0.13,0.0,0.2,0.3,0.8,5.9,-1.0,0.5,0.0,0.0
72,Ty Johnson,BUF,RB,17,5.4,4.1,1.3,0.2,0.17,0.1,0.2,0.2,0.9,2.5,11.2,1.5,0.1,0.3
73,Samaje Perine,KC,RB,17,4.8,4.1,0.7,0.1,0.14,0.0,0.1,0.2,0.4,1.3,1.2,2.0,0.1,0.0
74,Ronnie Rivers,LAR,RB,5,3.7,4.1,-0.4,0.0,0.10,-0.1,0.0,0.2,0.8,4.4,-5.4,1.2,0.0,0.0
75,Ty Chandler,MIN,RB,11,2.6,4.0,-1.4,0.0,0.13,-0.1,0.1,0.3,0.6,5.3,-1.0,0.6,0.1,0.0
76,Jonathon Brooks,CAR,RB,3,2.5,4.0,-1.5,0.0,0.25,-0.2,0.3,0.7,1.7,3.0,-3.7,1.0,0.0,0.0
77,Sean Tucker,TB,RB,12,5.7,3.8,1.9,0.3,0.14,0.1,0.3,0.3,0.4,4.2,1.0,0.9,0.0,0.0
78,Chris Rodriguez,WAS,RB,7,4.5,3.8,0.7,0.3,0.27,0.0,0.3,1.1,1.6,5.1,0.1,0.1,0.0,0.0
79,Kimani Vidal,LAC,RB,10,3.3,3.7,-0.4,0.1,0.06,0.0,0.0,0.1,0.5,4.4,2.2,1.0,0.0,0.0
80,Tyler Badie,DEN,RB,3,3.5,3.6,-0.1,0.0,0.04,0.0,0.0,0.0,0.3,4.0,-2.0,1.0,0.0,0.0
81,Pierre Strong,CLE,RB,12,2.9,3.6,-0.6,0.0,0.02,0.0,0.0,0.0,0.1,2.2,1.0,1.8,0.0,0.0
82,Chris Brooks,GB,RB,13,3.2,3.5,-0.2,0.1,0.10,0.0,0.1,0.2,1.0,2.8,-1.8,1.2,0.0,0.0
83,Dare Ogunbowale,HOU,RB,17,3.3,3.5,-0.2,0.1,0.13,-0.1,0.2,0.3,0.6,1.8,3.4,1.5,0.1,0.1
84,D'Ernest Johnson,JAX,RB,13,2.8,3.5,-0.7,0.0,0.11,-0.1,0.1,0.2,0.7,2.5,0.6,1.3,0.1,0.0
85,Trey Benson,ARI,RB,13,3.6,3.3,0.3,0.1,0.07,0.0,0.1,0.1,0.2,4.9,-1.5,0.5,0.0,0.0
86,Blake Corum,LAR,RB,14,2.4,3.3,-0.9,0.0,0.13,-0.1,0.4,0.4,0.6,4.3,-0.4,0.6,0.0,0.0
87,Emari Demercado,ARI,RB,13,4.2,3.3,0.9,0.1,0.03,0.0,0.0,0.0,0.3,1.8,2.3,1.5,0.0,0.0
88,Khalil Herbert,CIN,RB,13,2.4,3.2,-0.8,0.1,0.18,-0.1,0.3,0.5,0.8,2.8,-1.5,0.8,0.0,0.0
89,Carson Steele,KC,RB,16,1.6,3.1,-1.5,0.0,0.10,-0.1,0.3,0.4,0.8,3.6,-0.7,0.6,0.0,0.0
90,Jaylen Wright,MIA,RB,15,1.8,3.0,-1.2,0.0,0.07,-0.1,0.1,0.1,0.5,4.7,-1.0,0.5,0.0,0.0
91,Jeremy McNichols,WAS,RB,16,3.9,3.0,0.9,0.3,0.10,0.1,0.1,0.4,0.9,3.5,-0.4,0.6,0.0,0.0
92,Kenny McIntosh,SEA,RB,7,3.2,3.0,0.2,0.0,0.04,0.0,0.0,0.0,0.6,4.9,0.4,0.4,0.0,0.0
93,Cordarrelle Patterson,PIT,RB,13,3.0,2.9,0.0,0.1,0.07,0.0,0.1,0.2,0.2,2.5,3.1,1.1,0.1,0.0
94,Jamaal Williams,NO,RB,14,2.7,2.9,-0.3,0.1,0.10,0.0,0.1,0.4,0.9,3.5,0.7,0.8,0.0,0.0
95,Dalvin Cook,DAL,RB,2,2.0,2.9,-0.9,0.0,0.02,0.0,0.0,0.0,0.0,4.0,2.0,0.5,0.0,0.0
96,Hassan Haskins,LAC,RB,14,2.4,2.8,-0.4,0.2,0.29,-0.1,0.6,0.8,0.9,2.4,0.4,0.2,0.0,0.0
97,Deuce Vaughn,DAL,RB,6,2.0,2.8,-0.8,0.0,0.06,-0.1,0.2,0.2,0.5,2.8,-1.2,0.8,0.0,0.0
98,Tyler Goodson,IND,RB,15,3.0,2.8,0.1,0.1,0.11,0.0,0.1,0.3,0.5,2.1,1.1,0.9,0.1,0.1
99,Jase McClellan,ATL,RB,2,1.6,2.8,-1.2,0.0,0.04,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0
100,Dameon Pierce,HOU,RB,10,4.4,2.7,1.6,0.2,0.05,0.1,0.0,0.1,0.5,4.1,-0.3,0.4,0.0,0.0
101,JaMycal Hasty,NE,RB,11,2.6,2.7,0.0,0.1,0.02,0.1,0.0,0.0,0.1,1.8,-1.0,1.1,0.0,0.0
102,Will Shipley,PHI,RB,8,2.0,2.6,-0.6,0.0,0.06,-0.1,0.0,0.1,0.5,3.8,0.6,0.5,0.0,0.0
103,Blake Watson,DEN,RB,2,1.7,2.5,-0.8,0.0,0.03,0.0,0.0,0.0,0.5,2.0,-1.5,1.0,0.0,0.0
104,J.J. Taylor,HOU,RB,4,1.6,2.3,-0.7,0.0,0.06,-0.1,0.0,0.3,0.5,2.5,-1.3,0.8,0.0,0.0
105,Eric Gray,NYG,RB,14,1.4,2.2,-0.8,0.0,0.13,-0.1,0.2,0.3,0.6,1.0,-1.6,0.8,0.0,0.0
106,Mike Boone,CAR,RB,5,1.2,2.2,-1.0,0.0,0.03,0.0,0.0,0.2,0.4,2.6,-2.8,0.6,0.0,0.0
107,Keaton Mitchell,BAL,RB,4,1.7,2.1,-0.4,0.0,0.01,0.0,0.0,0.0,0.0,4.3,-1.3,0.3,0.0,0.0
108,Chris Collier,LV,RB,3,0.6,2.0,-1.4,0.0,0.03,0.0,0.0,0.0,0.0,2.0,-1.3,0.7,0.0,0.0
109,DeeJay Dallas,ARI,RB,7,2.1,2.0,0.2,0.1,0.10,0.0,0.1,0.1,0.3,1.4,-1.3,0.4,0.1,0.0
110,Myles Gaskin,MIN,RB,2,1.0,1.9,-0.9,0.0,0.04,0.0,0.0,0.0,0.5,1.5,-1.0,0.5,0.0,0.0
111,Craig Reynolds,DET,RB,13,1.6,1.7,-0.1,0.0,0.03,0.0,0.0,0.0,0.2,2.5,0.2,0.3,0.0,0.0
112,Aaron Shampklin,PIT,RB,3,0.6,1.5,-1.0,0.0,0.12,-0.1,0.3,0.3,0.3,2.0,0.0,0.0,0.0,0.0
113,Jeff Wilson,MIA,RB,9,1.2,1.5,-0.4,0.0,0.05,-0.1,0.0,0.2,0.3,1.9,0.0,0.3,0.0,0.0
114,Julius Chestnut,TEN,RB,10,1.3,1.4,0.0,0.0,0.06,-0.1,0.1,0.1,0.4,2.2,-0.4,0.2,0.0,0.0
115,Travis Homer,CHI,RB,6,1.1,1.1,-0.1,0.0,0.00,0.0,0.0,0.0,0.0,1.0,0.3,0.5,0.0,0.0
116,Raheem Blackshear,CAR,RB,8,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,1.9,0.0,0.0,0.0,0.0
117,Sione Vaki,DET,RB,8,1.0,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.9,2.3,0.4,0.0,0.0
118,Jonathan Ward,PIT,RB,3,0.7,0.8,-0.1,0.0,0.00,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
119,Dylan Laube,LV,RB,2,-0.5,0.3,-0.8,0.0,0.00,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
120,Kendall Milton,CIN,RB,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Avery Williams,ATL,RB,3,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Dante Miller,NYG,RB,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Frank Gore,BUF,RB,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Louis Rees-Zammit,JAX,RB,2,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Trayveon Williams,CIN,RB,4,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Evan Hull,IND,RB,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
